"","X","Timestamp","rho","logrange1","logrange2","logtau1","logtau2","logsig1","logsig2","var1","var2","corr"
"27",27,"2020-05-02 02:00:00",3.34636293825369,3.34636293825369,3.34636293825369,4.32876230736035,1.57455161164813,1.57455161164813,1.57455161164813,58.8996704543043,4.82857605538066,0.958133770080095
"28",28,"2020-05-02 03:00:00",-6.40249634231535,-6.40249634231535,-6.40249634231535,-6.5011976588572,-6.5011976588572,-6.5011976588572,-6.5011976588572,0.0630567918047868,0.00150163966353813,-0.988021212910934
"29",29,"2020-05-02 04:00:00",-7.99016494242251,-7.99016494242251,-7.99016494242251,-7.99016494242251,-9.4568201563107,6.439838686994,3.23978435564354,2256.09691892302,25.5282161380054,-0.849937718010537
"30",30,"2020-05-02 05:00:00",1.74785585774223,1.5565116369608,-0.56765445709137,-0.56765445709137,-0.56765445709137,-0.56765445709137,-0.56765445709137,2.29859083560865,0.566853459738243,0.867980922319249
"31",31,"2020-05-02 06:00:00",0.13378430691773,0.13378430691773,-0.240381001899227,-0.240381001899227,-0.240381001899227,-0.240381001899227,1.15938098131952,0.843387073848619,3.18795925886859,0.26010463071182
"32",32,"2020-05-02 07:00:00",-1.83273450049882,-1.98974487231423,-1.98974487231423,-0.016490087267734,-0.016490087267734,-0.016490087267734,-0.016490087267734,4.28762624869344,0.983645129953163,-0.87782979594034
"33",33,"2020-05-02 08:00:00",3.46005394265086,3.46005394265086,3.46005394265086,3.86469945151135,3.86469945151135,3.86469945151135,3.86469945151135,618.619622519018,47.6889374405434,0.960682427355107
"34",34,"2020-05-02 09:00:00",-2.61574905909248,-1.7722752313887,-1.7722752313887,-5.11485271550009,-3.05659458037947,-3.05659458037947,-1.48890483023866,1.59076932063205,0.225619612061793,-0.985101314357938
"35",35,"2020-05-02 10:00:00",0.351456661230256,0.351456661230256,-8.36050147078759,-8.36050147078759,6.75048911194601,6.75048911194601,6.75048911194601,960.023069068649,854.476595044606,0.331574428820418
"36",36,"2020-05-02 11:00:00",-7.65230779210907,-10.6913181854783,-10.6913181854783,-9.61898885375457,-10.2256228101133,-10.2256228101133,-10.2256228101133,0.00215778014519127,3.62300088018617e-05,-0.991569257337789
"37",37,"2020-05-02 12:00:00",0.745128860229441,0.745128860229441,0.745128860229441,0.745128860229441,0.745128860229441,0.745128860229441,0.745128860229441,3.2763957377384,2.10671288899678,0.597497214223805
"38",38,"2020-05-02 13:00:00",1.44641200675727,1.44641200675727,-1.31498995538751,0.603069715076288,0.603069715076288,0.603069715076288,0.603069715076288,5.65150948435943,1.82772077978413,0.822554556761491
"39",39,"2020-05-02 14:00:00",-8.03267950273107,-8.03267950273107,-6.04167660943186,-6.04167660943186,-6.04167660943186,-6.04167660943186,-9.72428857750385,0.00623693569245937,5.98129373055748e-05,-0.786633380172954
"40",40,"2020-05-02 15:00:00",5.4347574534651,5.4347574534651,5.52042516798403,5.52042516798403,5.52042516798403,7.12362937178441,7.12362937178441,37894.2612700929,1240.94612511499,0.983489908240472
"41",41,"2020-05-02 16:00:00",18.2798008251298,18.2798008251298,18.2798008251298,18.2798008251298,18.2798008251298,18.2798008251298,18.2798008251298,29111011871.2867,86859360.7178643,0.998507021172371
"42",42,"2020-05-02 17:00:00",-11.2853442205231,-11.2853442205231,-11.2853442205231,-12.4728016162948,-12.6093498940506,-12.6093498940506,-12.6093498940506,0.000428800443552791,3.34063418232976e-06,-0.996097058515998
"43",43,"2020-05-02 18:00:00",1.92591275774118,1.92591275774118,1.92591275774118,2.31981378521624,2.31981378521624,2.31981378521624,2.83340290604163,73.2411128146552,17.0032228592082,0.927950406737849
"44",44,"2020-05-02 19:00:00",2.25798087305638,2.3480943557628,2.3480943557628,2.3052783359638,2.3052783359638,1.4633776519986,1.4633776519986,26.3486442498368,4.32052815117046,0.914343836007484
"45",45,"2020-05-02 20:00:00",-4.30362070455932,-5.34816445785609,-3.33355793419469,-3.33355793419469,-3.33355793419469,-3.85932510960335,-3.85932510960335,0.411549260450724,0.0210822229126708,-0.974050056631713
"46",46,"2020-05-02 21:00:00",11.9231066582031,16.4050602282669,15.4185669545416,15.4185669545416,15.4185669545416,18.9413826383212,16.6784027164188,2657849494.18287,17512101.5389675,0.967817275614352
"47",47,"2020-05-02 22:00:00",14.7447396081355,13.3578828994619,13.3578828994619,13.3578828994619,13.6765047996077,12.3699393101794,12.5842115344112,63699670.1704879,291913.129247648,0.998148893723514
"48",48,"2020-05-02 23:00:00",8.96779220341576,8.96779220341576,8.96779220341576,10.1006089467639,10.483640662594,10.483640662594,8.53307362618503,444269.321788908,5080.03599503904,0.958949570139515
"49",49,"2020-05-03 00:00:00",-0.186980260914595,-0.186980260914595,-0.138147916632586,-0.138147916632586,-0.152636794117469,-0.152636794117469,-0.152636794117469,0.888453958424906,0.858441456182782,-0.183794977509916
"50",50,"2020-05-03 01:00:00",10.8766718541168,10.8766718541168,10.8766718541168,10.8766718541168,10.4573286825257,10.4573286825257,10.4573286825257,4151526.67205371,34798.4694170173,0.99580013566439
"51",51,"2020-05-03 02:00:00",-7.37617641739013,-7.37617641739013,-7.37617641739013,-7.65923163815385,-7.65923163815385,-5.33699477355034,-6.1256087267891,0.123754848110151,0.00218615993894167,-0.980372567308833
"52",52,"2020-05-03 03:00:00",-3.71994304457571,-3.71994304457571,-4.04571794688118,-1.40698568202854,-1.40698568202854,-3.63670273444393,-0.470652059787912,8.66946792089545,0.624594862277172,-0.998479775005293
"53",53,"2020-05-03 04:00:00",3.10149459405963,5.37823192981525,5.37823192981525,4.8476600935143,4.8476600935143,5.76503119094877,5.76503119094877,3387.00505521159,318.948992202776,0.951751835870338
"54",54,"2020-05-03 05:00:00",-5.33690715612375,-5.33690715612375,-9.28518932375202,-8.75059252736009,-6.23338996539607,-6.23338996539607,-3.63580237906548,0.752842523821591,0.0263627729616845,-0.998695565298592
"55",55,"2020-05-03 06:00:00",0.573392975886915,-0.407474465457057,-0.407474465457057,0.20196347445698,0.995380431316254,0.995380431316254,0.562868902930536,3.28299240572745,1.75570222120333,0.419317375344597
"56",56,"2020-05-03 07:00:00",0.50342842806001,1.30744615233751,0.755945385819574,0.995497764443922,1.30204747232933,-0.34959914452291,-0.34959914452291,0.883638507907747,0.704970624423126,0.449661732617192
"57",57,"2020-05-03 08:00:00",-0.604386432615273,-0.604386432615273,-0.604386432615273,-0.604386432615273,-0.523335902176389,-0.523335902176389,-0.523335902176389,0.808985570442889,0.592540589889669,-0.51725342106492
"58",58,"2020-05-03 09:00:00",-1.63595714741763,-1.63595714741763,-1.05256419703102,-1.05256419703102,-1.05256419703102,-1.05256419703102,-1.05256419703102,1.2832010668841,0.349041589230125,-0.853224182948418
"59",59,"2020-05-03 10:00:00",0.383329859549146,0.416122433076479,0.416122433076479,-1.36282708037815,-1.0796170189724,-1.0796170189724,-1.0796170189724,0.389645495338546,0.339725609196495,0.357933183563349
"60",60,"2020-05-03 11:00:00",-1.42262166086816,-1.42262166086816,-1.42262166086816,0.0250229060478981,0.0250229060478981,0.634882291003428,0.634882291003428,5.70540479537832,1.88680003504818,-0.818105144044439
"61",61,"2020-05-03 12:00:00",-0.496465068988026,-0.496465068988026,-0.931394403947672,-1.37581813184627,-1.74709807877762,-1.74709807877762,-2.23107340151117,0.200753866271445,0.107413070880869,-0.363149378033387
"62",62,"2020-05-03 13:00:00",-0.896364158624601,-1.05784734348825,-1.05784734348825,-1.05784734348825,-1.05784734348825,-0.745001084656042,-0.745001084656042,0.856167524420693,0.474733785016765,-0.667467582170876
"63",63,"2020-05-03 14:00:00",-2.47320661283068,-3.16521492276113,-3.58285223123263,-2.744435785156,-2.744435785156,-2.09801573468462,-2.09801573468462,0.873222890027974,0.122699655530129,-0.927084916082406
"64",64,"2020-05-03 15:00:00",-2.12479201852289,-2.12479201852289,-2.12479201852289,-2.43440707668193,-2.01879835501652,-2.01879835501652,0.091915831307356,5.08220171166167,1.0962725463705,-0.986846821000053
"65",65,"2020-05-03 16:00:00",-1.95205149616456,-1.70306309460069,-1.86800121207862,-1.86800121207862,-2.11864470402295,-2.11864470402295,-2.11864470402295,0.578195850081734,0.120194417183195,-0.890012145454533
"66",66,"2020-05-03 17:00:00",3.41714700117391,1.94899191210857,1.94899191210857,0.760373132505251,0.760373132505251,0.760373132505251,1.44351799144639,51.5973785148925,4.23557033765587,0.979052075675821
"67",67,"2020-05-03 18:00:00",-1.47099024369634,-2.83761818976112,-2.83761818976112,-1.07446184623376,-1.07446184623376,-1.07446184623376,-1.07446184623376,1.08038329109731,0.341481475403817,-0.826997958420879
"68",68,"2020-05-03 19:00:00",0.215197964933233,0.847460744375215,1.20966432075546,0.409878271442607,0.409878271442607,-1.54581568987426,-1.54581568987426,0.22300839908366,0.213137945833732,0.210381689243357
"69",69,"2020-05-03 20:00:00",1.16833543047362,1.16833543047362,1.16833543047362,1.16833543047362,1.16833543047362,1.16833543047362,1.16833543047362,7.60736379788701,3.21663386902773,0.759715994153797
"70",70,"2020-05-03 21:00:00",4.14898693246714,4.14898693246714,2.78631328104544,4.07241167220462,4.07241167220462,4.07241167220462,3.0973755830225,439.814420239478,22.1397709793126,0.930880422704413
"71",71,"2020-05-03 22:00:00",3.98492198726802,3.98492198726802,3.98492198726802,4.5181825020031,4.5181825020031,3.3809576000629,4.31629038864754,1218.94355258919,74.9102244073054,0.987867221694822
"72",72,"2020-05-03 23:00:00",-4.17382699796935,-2.43466054809184,-2.44219831867113,-3.18636867628069,-3.18636867628069,-3.18636867628069,-3.18636867628069,0.761179185279716,0.0413216511161422,-0.972478089704749
"73",73,"2020-05-04 00:00:00",3.20980407251361,3.20980407251361,3.20980407251361,3.20980407251361,3.20980407251361,3.20980407251361,3.16696246400178,269.315055076524,23.7352779859122,0.952895704279584
"74",74,"2020-05-04 01:00:00",3.58577013383253,3.58577013383253,0.826059981229604,-0.189677402570007,0.358394037362257,0.358394037362257,0.358394037362257,19.830843862446,1.43102938844532,0.963243582905937
"75",75,"2020-05-04 02:00:00",-5.56598177212076,-5.56598177212076,-6.35088615417963,-10.7920810570782,-7.85871222744735,-7.85871222744735,-7.9909394586456,0.0108736458927807,0.000338515912232098,-0.982072908571287
"76",76,"2020-05-04 03:00:00",-5.12145094087134,-5.12145094087134,-3.34691500226832,-3.3649926271728,-3.3649926271728,-3.3649926271728,-2.58556089090344,2.0110367286553,0.0753538024834582,-0.99136961057376
"77",77,"2020-05-04 04:00:00",-3.78554884266209,-3.78554884266209,-3.78554884266209,-3.78554884266209,-3.78554884266209,-3.78554884266209,-3.92350345779315,0.30603243398017,0.0197717039312325,-0.962204037868748
"78",78,"2020-05-04 05:00:00",-6.99168902714841,-7.96781432131898,-7.96781432131898,-7.96781432131898,-8.13363150827255,-7.83984745471989,-7.32042103611793,0.0327490525857526,0.000661883475688407,-0.993970517510423
"79",79,"2020-05-04 06:00:00",0.355725578387983,-0.419624739686089,-0.419624739686089,-0.699210854348683,-0.699210854348683,-0.699210854348683,-0.699210854348683,0.559865190244392,0.496977336589548,0.335151874956145
"80",80,"2020-05-04 07:00:00",-5.19357061307757,-5.19357061307757,-5.19357061307757,-5.19357061307757,-4.6760412040658,-4.6760412040658,-4.6760412040658,0.260593081413712,0.00931582041621369,-0.981963067953443
"81",81,"2020-05-04 08:00:00",-5.24582399358138,-4.92835487092652,-4.92835487092652,-2.59823932640701,-2.59823932640701,-2.6822384149879,-4.31923919828437,0.434683506535712,0.0133100059667512,-0.917944151908946
"82",82,"2020-05-04 09:00:00",-0.731141693222134,-0.731141693222134,-0.612072924283673,-0.612072924283673,-0.612072924283673,-0.612072924283673,-0.612072924283673,0.832082319232184,0.54222571045066,-0.590212572531817
"83",83,"2020-05-04 10:00:00",-0.670240433549445,-0.670240433549445,-0.790810622165888,-1.08964729799803,-1.04676281222134,-0.905866864200159,-0.667023026712749,0.634747566147015,0.513234190280579,-0.60268154355157
"84",84,"2020-05-04 11:00:00",-0.677069957023929,-0.677069957023929,-0.677069957023929,-0.984316119278499,-0.984316119278499,-0.984316119278499,-0.984316119278499,0.545005220191304,0.373694702171952,-0.560649814932076
"85",85,"2020-05-04 12:00:00",-1.1564691453659,-1.66630421304539,-0.809093456496234,-0.809093456496234,-0.809093456496234,-0.809093456496234,-0.809093456496234,1.04076360443992,0.445261532265102,-0.756424505923625
"86",86,"2020-05-04 13:00:00",-0.756791534313348,-0.390658806689331,-0.608971192518804,-0.316612144322162,-0.316612144322162,-0.316612144322162,-0.316612144322162,1.14591448732768,0.72861329713364,-0.603460303229562
"87",87,"2020-05-04 14:00:00",-0.266991411853058,-0.266991411853058,-0.311557782325796,-0.311557782325796,-1.01872773106381,-0.894173915308499,-0.661871399918569,0.445719842743672,0.515885003424378,-0.287238572175427
"88",88,"2020-05-04 15:00:00",-1.54345804865133,-1.54345804865133,-1.5529425803235,-1.5529425803235,-1.5529425803235,-1.11944877520453,-1.11944877520453,1.10417247428756,0.326459697715064,-0.839249630364972
"89",89,"2020-05-04 16:00:00",-0.137749573091096,-1.06860943019933,-1.06860943019933,-1.06860943019933,-1.06860943019933,-1.41494772920757,-1.41494772920757,0.247548052770228,0.24293831169493,-0.136460987221497
"90",90,"2020-05-04 17:00:00",-1.33110941691921,-1.1394162895699,-1.1394162895699,-1.1394162895699,-1.1394162895699,-1.1394162895699,-1.46763693405202,0.728363590358688,0.230469456738535,-0.74876637099121
"91",91,"2020-05-04 18:00:00",0.101464900389922,0.101464900389922,0.117883312272034,0.117883312272034,0.117883312272034,0.117883312272034,0.117883312272034,1.13669599507516,1.12511281684896,0.100946601967161
"92",92,"2020-05-04 19:00:00",3.60715989950813,0.241028795840291,2.79737114537989,2.79737114537989,2.79737114537989,3.42993952059715,3.42993952059715,432.605081508978,30.87477540523,0.963654801362232
"93",93,"2020-05-04 20:00:00",11.2925843207029,11.2979589433041,11.2979589433041,11.2979589433041,14.3035082491213,12.0439191817881,20.9014504482781,152395366344.574,1195045919.89037,0.999999442036224
"94",94,"2020-05-04 21:00:00",5.59066385156091,5.61985747664754,5.61985747664754,6.88693783646832,6.67124294787367,6.67124294787367,6.67124294787367,25461.739957391,789.376148359047,0.984376735167413
"95",95,"2020-05-04 22:00:00",4.7814794440584,4.7814794440584,4.7814794440584,4.56741156388695,4.56741156388695,4.56741156388695,4.56741156388695,2297.83273139456,96.2945346565745,0.978822416348706
"96",96,"2020-05-04 23:00:00",12.7762448245111,12.7762448245111,12.7762448245111,12.7762448245111,10.2307542211392,14.0612294666314,15.0399913879587,556660435.652578,3402399.20056246,0.998850937629125
"97",97,"2020-05-05 00:00:00",6.91592561763002,6.91592561763002,6.91592561763002,7.4018750998919,6.63508402618686,6.63508402618686,6.63508402618686,37176.4011117704,761.343035887356,0.989707430399442
"98",98,"2020-05-05 01:00:00",-2.130343703529,-1.7358461264901,-1.7358461264901,-2.33566982490506,-2.33566982490506,-2.33566982490506,-2.33566982490506,0.535812698904979,0.096745658167102,-0.905229956545475
"99",99,"2020-05-05 02:00:00",-7.78905635917305,-7.78905635917305,-7.78905635917305,-7.78905635917305,-7.78905635917305,-7.78905635917305,-7.78905635917305,0.025546153638704,0.000414243596773715,-0.991859114114988
"100",100,"2020-05-05 03:00:00",-10.9041187169106,-11.4625969071703,-11.4625969071703,-11.4625969071703,-20.4829946173733,-18.9441374231472,-18.9441374231472,7.10369210322467e-07,5.9246902892546e-09,-0.995821119913386
"101",101,"2020-05-05 04:00:00",-12.1376103567989,-12.1376103567989,-12.5221526266619,-12.6855805209518,-10.9899535993589,-9.7119969137573,-9.7119969137573,0.00898126871392214,6.0552674807365e-05,-0.996623245255774
"102",102,"2020-05-05 05:00:00",-1.51028498173635,-1.51028498173635,-1.36678050308515,0.328162647437682,0.328162647437682,-1.02298332653438,-1.11368032808008,1.10847035932761,0.328348305148712,-0.821985678743724
"103",103,"2020-05-05 06:00:00",-9.31363000456168,-11.7002672865506,-12.6171176786883,-13.0612837539703,-11.6864326751238,-11.6864326751238,-11.4129095155229,0.00096708858955572,1.10518854508156e-05,-0.995643903750159
"104",104,"2020-05-05 07:00:00",6.98099576252967,6.98099576252967,6.98099576252967,6.98099576252967,6.98099576252967,6.98099576252967,6.98099576252967,53513.5748046367,1075.98926351891,0.989895526282093
"105",105,"2020-05-05 08:00:00",2.9970891266886,2.78986540001463,2.82171823110921,2.82171823110921,2.82171823110921,2.82171823110921,2.82171823110921,167.763646365635,16.8057019583699,0.948591127441925
"106",106,"2020-05-05 09:00:00",-2.489939485263,-3.43607587594922,-3.43607587594922,-4.11007039582979,-4.11007039582979,-2.71565819870355,-2.0305186969441,0.87999293533325,0.13126741547965,-0.961673539815516
"107",107,"2020-05-05 10:00:00",-0.972984311509445,-0.972984311509445,1.63373250390286,1.63373250390286,1.63373250390286,1.63373250390286,1.63373250390286,9.97285946225507,5.12296054765122,-0.697359134382239
"108",108,"2020-05-05 11:00:00",3.35916262124703,3.35916262124703,3.35916262124703,3.35916262124703,3.89626962692389,3.89626962692389,1.98538357220744,131.38659211749,7.28183996127011,0.790817133464544
"109",109,"2020-05-05 12:00:00",1.50662834241948,1.50662834241948,0.940611536322557,0.940611536322557,2.60288860089494,2.8163941851777,2.8163941851777,54.6616543234627,16.7164653898147,0.83317642720221
"110",110,"2020-05-05 13:00:00",-1.14643038733295,0.160659114310664,0.160659114310664,0.160659114310664,1.72223752120727,1.72223752120727,0.745903793712243,8.36804276463646,2.10834608408016,-0.575448807350381
"111",111,"2020-05-05 14:00:00",5.55817492599823,4.44356270557858,4.44356270557858,4.44356270557858,4.44356270557858,3.52422556903458,4.41336068954596,2584.05922204677,82.546410736327,0.993413543158474
"112",112,"2020-05-05 15:00:00",2.17870363027916,0.936607847827633,0.936607847827633,0.936607847827633,1.19342070238421,0.861592998335279,2.43622343480932,56.6212961677301,11.4297937704002,0.97887548191255
"113",113,"2020-05-05 16:00:00",-2.4023302472858,-2.4023302472858,-2.4023302472858,-2.4023302472858,2.31401381978639,2.31401381978639,2.31401381978639,68.4902060633684,10.1149428419825,-0.923209339928904
"114",114,"2020-05-05 17:00:00",3.58388553133543,3.58388553133543,3.58388553133543,5.1751896297865,5.1751896297865,5.1751896297865,4.88562213795286,1877.05748172744,132.372793860776,0.951732086625674
"115",115,"2020-05-05 18:00:00",0.216424269590936,-1.56550853349629,-0.68758013898373,-0.68758013898373,-0.68758013898373,-0.68758013898373,-1.05346715467068,0.519125448570172,0.348726561710228,0.17738313032357
"116",116,"2020-05-05 19:00:00",-0.212132266982729,-0.212132266982729,-0.212132266982729,-0.212132266982729,-0.509377873025539,-0.509377873025539,-0.31644185413988,0.633662533717937,0.728737383389858,-0.227490488254857
"117",117,"2020-05-05 20:00:00",0.715856601294136,0.715856601294136,0.715856601294136,-0.166934605480308,0.0942193637138852,0.727797118420078,0.727797118420078,3.13155102301858,2.0705144819902,0.582083681724394
"118",118,"2020-05-05 21:00:00",2.27261657173222,2.68661020973888,2.68661020973888,2.68661020973888,3.16300246707994,3.16300246707994,3.16300246707994,145.74461887792,23.6414722160142,0.915307800597512
"119",119,"2020-05-05 22:00:00",1.19128185296178,0.535306831848115,1.9953023332189,1.9953023332189,1.9953023332189,1.9953023332189,5.64391161618236,408.358443556949,282.565848704067,0.990954220877898
"120",120,"2020-05-05 23:00:00",1.82254130848516,1.82254130848516,1.82254130848516,1.61643589620222,1.10691119111095,1.10691119111095,1.10691119111095,13.0730131863728,3.02500030137515,0.876702494036738
"121",121,"2020-05-06 00:00:00",0.749073400592878,0.749073400592878,0.749073400592878,0.717949931190204,0.717949931190204,0.729883241253803,0.729883241253803,3.2390528686047,2.07483833800794,0.599525264489999
"122",122,"2020-05-06 01:00:00",0.0294041325463975,0.0294041325463975,-0.00857167509816099,-0.00857167509816099,-0.00857167509816099,-0.00857167509816099,0.41994635528517,0.992780778922588,1.52187991261488,0.0364059094061157
"123",123,"2020-05-06 02:00:00",-0.755316521255954,-0.755316521255954,-0.755316521255954,-0.674899089074618,-0.674899089074618,-0.674899089074618,-0.674899089074618,0.799712405754751,0.509207802645578,-0.602711658860552
"124",124,"2020-05-06 03:00:00",-3.4642676339126,-3.4642676339126,-2.99271237921897,-2.71617354108238,-2.71617354108238,-2.71617354108238,-2.71617354108238,0.859731018723553,0.0661273043457209,-0.960772464543459
"125",125,"2020-05-06 04:00:00",0.134769292416325,0.15389603098944,0.15389603098944,0.525371740948066,0.525371740948066,0.447356681541665,0.447356681541665,1.59258179718029,1.56417211111994,0.133561824653271
"126",126,"2020-05-06 05:00:00",0.404616634239122,0.404616634239122,0.136508459702896,-0.106255385905787,-0.106255385905787,-0.106255385905787,-0.200590031481456,1.03315410829681,0.818247818646099,0.360083820420686
"127",127,"2020-05-06 06:00:00",-0.100982799386629,-0.100982799386629,-0.100982799386629,-0.100982799386629,-0.100982799386629,-0.100982799386629,-0.100982799386629,0.913166620175736,0.903948581222196,-0.10047181680133
"128",128,"2020-05-06 07:00:00",0.309965415514093,0.396161358833288,0.396161358833288,0.396161358833288,0.14057816409061,0.0995700174395619,0.0995700174395619,1.21083339793519,1.10469581600469,0.296068633252809
"129",129,"2020-05-06 08:00:00",-0.97778700975408,-0.760271950942759,-0.760271950942759,-0.530324636124236,-0.530324636124236,-0.530324636124236,-0.861985625660471,0.992182874996522,0.422322674479227,-0.637926435281724
"130",130,"2020-05-06 09:00:00",-0.748822095778508,-0.748822095778508,-0.748822095778508,-0.347289867888686,-0.347289867888686,0.0229296414894213,0.0229296414894213,1.59693506089213,1.02319454657026,-0.599396401351829
"131",131,"2020-05-06 10:00:00",-1.41439950997273,-0.852799573299091,-0.852799573299091,-0.852799573299091,-2.16446203482933,-1.61810885872996,-2.16477973318894,0.427884102310755,0.114775212983334,-0.732542920244321
"132",132,"2020-05-06 11:00:00",-2.0302370783515,-1.40981825180023,-1.40981825180023,-1.40981825180023,-1.40981825180023,-1.40981825180023,-1.49220444670021,1.17109720190192,0.224876380739264,-0.889656190110804
"133",133,"2020-05-06 12:00:00",0.653940392891917,-0.773980058595303,-0.773980058595303,-1.25229230584542,-1.25229230584542,0.0795084645480761,0.0795084645480761,1.54578182995965,1.08275472452007,0.547304612925726
"134",134,"2020-05-06 13:00:00",-0.0118463596684806,-0.0118463596684806,-0.0118463596684806,-0.0118463596684806,-0.0118463596684806,-0.0118463596684806,-0.0118463596684806,0.98836221576216,0.988223532189947,-0.0118455285191885
