"","Timestamp","rho","logrange1","logrange2","logtau1","logtau2","logsig1","logsig2"
"1",2020-05-01 00:00:00,-3.73407983665823,-4.9940276646095,-4.9940276646095,-3.17125054224973,-3.17125054224973,-3.17125054224973,-3.17125054224973
"2",2020-05-01 01:00:00,-3.76456773906425,-3.76456773906425,-3.76456773906425,-3.76456773906425,-3.81116806172913,-3.81116806172913,-3.81116806172913
"3",2020-05-01 02:00:00,-5.29122218124472,-5.29122218124472,-5.29122218124472,-8.89346407910895,-11.2436493370705,-11.2436493370705,-6.45037021209326
"4",2020-05-01 03:00:00,4.43697460867353,3.68049108447203,2.71787832174186,2.71787832174186,1.36030059196468,2.15968749042026,2.15968749042026
"5",2020-05-01 04:00:00,1.35021202242691,1.53028836274696,1.53028836274696,1.53028836274696,1.53028836274696,1.53028836274696,1.53028836274696
"6",2020-05-01 05:00:00,-1.53864359509621,-2.52178661855219,-2.52178661855219,-2.52178661855219,-1.64376751474975,-1.64376751474975,-0.943567385601501
"7",2020-05-01 06:00:00,-2.19153222982435,-2.19153222982435,-2.19153222982435,-2.24152100801197,-2.24152100801197,-2.64510874645892,-2.3465080069868
"8",2020-05-01 07:00:00,-1.47119731498379,-2.04227667147823,-2.82821220406964,-2.82821220406964,-2.76342622549577,-2.33143321246689,-0.969221690515629
"9",2020-05-01 08:00:00,-0.772156044562449,0.558408265233709,-1.89853369856331,1.60297439477354,1.06634244761851,0.914519393140904,-0.194937143225139
"10",2020-05-01 09:00:00,2.9279867579902,-3.08248126746317,-3.84061818914717,-0.45860403594905,-0.583219365459135,-0.35873947805348,-0.35873947805348
"11",2020-05-01 10:00:00,0.504201373501664,0.504201373501664,0.227074486777109,0.227074486777109,0.227074486777109,0.227074486777109,0.227074486777109
"12",2020-05-01 11:00:00,2.48770459247259,-0.264634538922885,-0.17975146758809,2.20303896393851,2.20303896393851,1.5346457038374,1.52246360096399
"13",2020-05-01 12:00:00,3.34160065435199,3.34160065435199,3.34160065435199,3.34160065435199,2.14931086703908,0.14241212866645,3.64184230463945
"14",2020-05-01 13:00:00,16.4469368351415,16.4469368351415,13.5687297503202,13.5687297503202,13.5687297503202,13.5687297503202,13.5687297503202
"15",2020-05-01 14:00:00,0.90795155915554,0.90795155915554,0.90795155915554,0.90795155915554,1.75027568480159,2.0402440164204,2.0402440164204
"16",2020-05-01 15:00:00,-2.52538361472488,-2.52538361472488,-2.52538361472488,-3.6286322490291,4.95666066011267,4.95666066011267,4.95666066011267
"17",2020-05-01 16:00:00,-5.38411349496634,-6.9327847855767,-6.9327847855767,-6.9327847855767,-7.34572056641278,-7.70667651356286,-7.70667651356286
"18",2020-05-01 17:00:00,-1.147928203836,-1.147928203836,-1.90314486750979,-1.90314486750979,-1.90314486750979,0.831961577554671,0.831961577554671
"19",2020-05-01 18:00:00,1.29931327564525,1.98513429010592,1.98513429010592,1.98513429010592,2.82860828142908,2.82860828142908,2.97424624661144
"20",2020-05-01 19:00:00,-0.802776143937834,-0.802776143937834,-0.267795488986634,-0.267795488986634,-0.267795488986634,-0.267795488986634,-0.267795488986634
"21",2020-05-01 20:00:00,2.76188834283485,1.17862191193238,-0.110595945360519,-0.55448525397988,-0.55448525397988,-2.88416801833241,-1.28001609637245
"22",2020-05-01 21:00:00,-1.76008667047113,-1.76008667047113,-1.76008667047113,-1.76008667047113,-2.77925828487921,-2.77925828487921,-2.77925828487921
"23",2020-05-01 22:00:00,2.14543848514077,2.14543848514077,2.14543848514077,2.14543848514077,2.14543848514077,0.968267574259514,0.968267574259514
"24",2020-05-01 23:00:00,1.82043728176649,1.82043728176649,1.62463354886875,1.62463354886875,1.08763615405075,1.08763615405075,1.51558084083378
"25",2020-05-02 00:00:00,-1.87607450137411,-2.54768783258519,-0.314169646302907,-0.314169646302907,-0.314169646302907,-0.314169646302907,0.421249935028756
"26",2020-05-02 01:00:00,7.75458598192008,7.59299926811781,8.3696847545867,8.3696847545867,8.3696847545867,8.3696847545867,8.3696847545867
"27",2020-05-02 02:00:00,3.34636293825369,3.34636293825369,3.34636293825369,4.32876230736035,1.57455161164813,1.57455161164813,1.57455161164813
"28",2020-05-02 03:00:00,-6.40249634231535,-6.40249634231535,-6.40249634231535,-6.5011976588572,-6.5011976588572,-6.5011976588572,-6.5011976588572
"29",2020-05-02 04:00:00,-7.99016494242251,-7.99016494242251,-7.99016494242251,-7.99016494242251,-9.4568201563107,6.439838686994,3.23978435564354
"30",2020-05-02 05:00:00,1.74785585774223,1.5565116369608,-0.56765445709137,-0.56765445709137,-0.56765445709137,-0.56765445709137,-0.56765445709137
"31",2020-05-02 06:00:00,0.13378430691773,0.13378430691773,-0.240381001899227,-0.240381001899227,-0.240381001899227,-0.240381001899227,1.15938098131952
"32",2020-05-02 07:00:00,-1.83273450049882,-1.98974487231423,-1.98974487231423,-0.016490087267734,-0.016490087267734,-0.016490087267734,-0.016490087267734
"33",2020-05-02 08:00:00,3.46005394265086,3.46005394265086,3.46005394265086,3.86469945151135,3.86469945151135,3.86469945151135,3.86469945151135
"34",2020-05-02 09:00:00,-2.61574905909248,-1.7722752313887,-1.7722752313887,-5.11485271550009,-3.05659458037947,-3.05659458037947,-1.48890483023866
"35",2020-05-02 10:00:00,0.351456661230256,0.351456661230256,-8.36050147078759,-8.36050147078759,6.75048911194601,6.75048911194601,6.75048911194601
"36",2020-05-02 11:00:00,-7.65230779210907,-10.6913181854783,-10.6913181854783,-9.61898885375457,-10.2256228101133,-10.2256228101133,-10.2256228101133
