"","Lon","Lat","Timestamp","bias","std","MSE","Cov","Z"
"3683",-78.8197,35.8652,2020-05-05 15:00:00,1.54856738429531,2.48421222271906,8.56937131120997,1,4
"393",-82.5844,35.6062,2020-05-05 15:00:00,-5.44184436727615,3.41662614918821,41.2870043609719,1,3
"1323",-80.851473,35.281791,2020-05-05 15:00:00,-0.616121858133624,3.06526163328573,9.77543502456351,1,3
"2033",-80.342,36.026,2020-05-05 15:00:00,-0.870268850763723,3.28511834713273,11.5493704272777,1,3
"3684",-78.8197,35.8652,2020-05-05 15:00:00,0.666278943998219,3.65472500319537,13.8009424801968,1,3
"394",-82.5844,35.6062,2020-05-05 15:00:00,-5.44027527122706,1.73117551161233,32.5935636787308,0,2
"1324",-80.851473,35.281791,2020-05-05 15:00:00,0.530740195472081,1.51958643338904,2.59082808362978,1,2
"2034",-80.342,36.026,2020-05-05 15:00:00,-0.454773768949265,1.76382676244352,3.31790402883632,1,2
"3685",-78.8197,35.8652,2020-05-05 15:00:00,0.791617006843344,1.83801895403189,4.0049711609041,1,2
"395",-82.5844,35.6062,2020-05-05 15:00:00,-5.46532532854301,1.82004275098288,33.1823365622191,0,1
"1325",-80.851473,35.281791,2020-05-05 15:00:00,1.04848192844201,1.47273602861123,3.26826576423904,1,1
"2035",-80.342,36.026,2020-05-05 15:00:00,0.45806629325027,1.55440253762557,2.62599197798885,1,1
"3686",-78.8197,35.8652,2020-05-05 15:00:00,0.876999722577787,1.4911229661761,2.99257621365932,1,1
"40",-82.5844,35.6062,2020-05-05 16:00:00,-1.98711804790213,2.44458459824745,9.92463199428701,1,1000
"133",-80.851473,35.281791,2020-05-05 16:00:00,4.71883830063972,2.27918039745836,27.4620981917428,0,1000
"204",-80.342,36.026,2020-05-05 16:00:00,-1.19352525164141,2.33033064851078,6.85494345769437,1,1000
"3691",-78.8197,35.8652,2020-05-05 16:00:00,1.19944552019584,2.53348475932039,7.85721458162653,1,1000
"401",-82.5844,35.6062,2020-05-05 16:00:00,-1.89978933959131,2.43552326087058,9.54097308906646,1,5
"1331",-80.851473,35.281791,2020-05-05 16:00:00,4.69801738132887,2.39385889209839,27.8019277105467,0,5
"2041",-80.342,36.026,2020-05-05 16:00:00,-1.18459118651321,2.31210731647189,6.74909652204764,1,5
"3692",-78.8197,35.8652,2020-05-05 16:00:00,1.16223728295577,2.52801613024655,7.74166105667914,1,5
"402",-82.5844,35.6062,2020-05-05 16:00:00,-1.86391373116036,2.46360975827138,9.54354743825811,1,4
"1332",-80.851473,35.281791,2020-05-05 16:00:00,4.71804164333775,2.29012838593674,27.5046049723424,0,4
"2042",-80.342,36.026,2020-05-05 16:00:00,-1.05965525083441,2.3544360695356,6.66623845615118,1,4
"3693",-78.8197,35.8652,2020-05-05 16:00:00,1.11445822788354,2.46624200605486,7.32436677412684,1,4
"403",-82.5844,35.6062,2020-05-05 16:00:00,-1.4298890685525,2.80712233949385,9.92451857725134,1,3
"1333",-80.851473,35.281791,2020-05-05 16:00:00,4.8801533036445,2.52609404778078,30.1970474053058,1,3
"2043",-80.342,36.026,2020-05-05 16:00:00,-1.31418658821038,2.60012379059748,8.48773011506306,1,3
"3694",-78.8197,35.8652,2020-05-05 16:00:00,0.747647465458325,2.77154590689411,8.24044344662777,1,3
"404",-82.5844,35.6062,2020-05-05 16:00:00,-1.29226497388427,1.95387211138138,5.48756499036206,1,2
"1334",-80.851473,35.281791,2020-05-05 16:00:00,5.35778066952133,1.82330460124178,32.0302533716058,0,2
"2044",-80.342,36.026,2020-05-05 16:00:00,-1.12808750443294,1.73693060185154,4.2895093333061,1,2
