"","Lon","Lat","Timestamp","y"
"333",-82.5844,35.6062,2020-01-21 02:00:00,4.9
"334",-82.5844,35.6062,2020-01-21 03:00:00,3
"335",-82.5844,35.6062,2020-01-21 04:00:00,4.9
"336",-82.5844,35.6062,2020-01-21 05:00:00,3
"337",-82.5844,35.6062,2020-01-21 07:00:00,5.9
"338",-82.5844,35.6062,2020-01-21 08:00:00,2
"339",-82.5844,35.6062,2020-01-21 09:00:00,2
"340",-82.5844,35.6062,2020-01-21 10:00:00,2
"341",-82.5844,35.6062,2020-01-21 11:00:00,3.9
"342",-82.5844,35.6062,2020-01-21 12:00:00,4.9
"343",-82.5844,35.6062,2020-01-21 13:00:00,4
"344",-82.5844,35.6062,2020-01-21 14:00:00,2
"345",-82.5844,35.6062,2020-01-21 15:00:00,3.9
"346",-82.5844,35.6062,2020-01-21 16:00:00,1
"347",-82.5844,35.6062,2020-01-21 17:00:00,1
"348",-82.5844,35.6062,2020-01-21 18:00:00,1.9
"349",-82.5844,35.6062,2020-01-21 19:00:00,4.9
"350",-82.5844,35.6062,2020-01-21 20:00:00,5
"351",-82.5844,35.6062,2020-01-21 21:00:00,6.9
"352",-82.5844,35.6062,2020-01-21 22:00:00,10.9
"353",-82.5844,35.6062,2020-01-21 23:00:00,11.8
"354",-82.5844,35.6062,2020-01-22 00:00:00,11
"355",-82.5844,35.6062,2020-01-22 01:00:00,11.9
"356",-82.5844,35.6062,2020-01-22 02:00:00,9
"357",-82.5844,35.6062,2020-01-22 03:00:00,8
"358",-82.5844,35.6062,2020-01-22 04:00:00,9.9
"359",-82.5844,35.6062,2020-01-22 05:00:00,9
"360",-82.5844,35.6062,2020-01-22 06:00:00,14.9
"361",-82.5844,35.6062,2020-01-22 07:00:00,15
"362",-82.5844,35.6062,2020-01-22 08:00:00,19.9
"363",-82.5844,35.6062,2020-01-22 09:00:00,14
"364",-82.5844,35.6062,2020-01-22 10:00:00,13
"365",-82.5844,35.6062,2020-01-22 11:00:00,14.9
"366",-82.5844,35.6062,2020-01-22 12:00:00,12
"367",-82.5844,35.6062,2020-01-22 13:00:00,4
"368",-82.5844,35.6062,2020-01-22 14:00:00,4
"369",-82.5844,35.6062,2020-01-22 15:00:00,2
"370",-82.5844,35.6062,2020-01-22 17:00:00,4.9
"371",-82.5844,35.6062,2020-01-22 18:00:00,4
"372",-82.5844,35.6062,2020-01-22 19:00:00,8.9
"373",-82.5844,35.6062,2020-01-22 20:00:00,3
"374",-82.5844,35.6062,2020-01-22 21:00:00,5.9
"375",-82.5844,35.6062,2020-01-22 22:00:00,2
"376",-82.5844,35.6062,2020-01-22 23:00:00,8.7
"377",-82.5844,35.6062,2020-01-23 00:00:00,2
"378",-82.5844,35.6062,2020-01-23 01:00:00,2.9
"379",-82.5844,35.6062,2020-01-23 02:00:00,3
"380",-82.5844,35.6062,2020-01-23 03:00:00,8.9
"381",-82.5844,35.6062,2020-01-23 04:00:00,5.5
"382",-82.5844,35.6062,2020-01-23 05:00:00,5
"383",-82.5844,35.6062,2020-01-23 06:00:00,3
"384",-82.5844,35.6062,2020-01-23 07:00:00,7
"385",-82.5844,35.6062,2020-01-23 08:00:00,6
"386",-82.5844,35.6062,2020-01-23 09:00:00,8.9
"387",-82.5844,35.6062,2020-01-23 10:00:00,7
"388",-82.5844,35.6062,2020-01-23 11:00:00,6
"389",-82.5844,35.6062,2020-01-23 15:00:00,4
"390",-82.5844,35.6062,2020-01-23 16:00:00,6.9
"391",-82.5844,35.6062,2020-01-23 17:00:00,1.9
"392",-82.5844,35.6062,2020-01-23 18:00:00,2
"393",-82.5844,35.6062,2020-01-23 19:00:00,2.9
"394",-82.5844,35.6062,2020-01-23 20:00:00,7.9
"395",-82.5844,35.6062,2020-01-23 21:00:00,5
"396",-82.5844,35.6062,2020-01-23 22:00:00,4
"397",-82.5844,35.6062,2020-01-23 23:00:00,6.9
"398",-82.5844,35.6062,2020-01-24 00:00:00,7.9
